id,f_analisis,var_rpta,segmento
4748,201612,0,2
4749,201609,0,5
4750,201608,0,5
4751,201712,0,4
4752,201604,0,4
4753,201710,0,5
4754,201609,0,0
4755,201612,0,0
4756,201711,0,0
4757,201609,0,5
4758,201611,0,5
4759,201608,1,1
4760,201705,0,5
4761,201803,0,4
4762,201601,0,0
4763,201803,0,5
4764,201601,0,4
4765,201803,0,4
4766,201710,0,3
4767,201704,0,5
4768,201612,0,5
4769,201801,0,4
4770,201609,0,4
4771,201609,0,5
4772,201610,0,4
4773,201804,0,0
4774,201708,1,4
4775,201806,0,5
4776,201802,0,5
4777,201703,0,4
4778,201609,0,2
4779,201608,0,5
4780,201607,0,5
4781,201610,0,2
4782,201604,0,5
4783,201706,0,0
4784,201711,0,0
4785,201601,0,0
4786,201608,0,5
4787,201603,0,5
4788,201707,0,0
4789,201605,0,5
4790,201611,0,4
4791,201703,0,0
4792,201712,0,5
4793,201607,0,5
4794,201607,1,5
4795,201709,0,4
4796,201708,0,5
4797,201702,0,5
4798,201701,0,0
4799,201609,0,4
4800,201609,0,5
4801,201612,0,5
4802,201708,0,5
4803,201602,0,5
4804,201609,0,0
4805,201601,0,0
4806,201611,0,5
4807,201605,0,1
4808,201804,0,5
4809,201601,0,4
4810,201702,0,5
4811,201709,0,0
4812,201703,0,5
4813,201712,0,4
4814,201602,0,4
4815,201611,0,0
4816,201611,0,5
4817,201603,0,3
4818,201704,0,0
4819,201605,0,5
4820,201705,0,5
4821,201709,0,0
4822,201802,0,5
4823,201708,1,0
4824,201609,0,5
4825,201804,0,4
4826,201611,0,5
4827,201711,0,5
4828,201804,0,5
4829,201711,0,2
4830,201708,0,2
4831,201704,0,5
4832,201804,0,5
4833,201706,0,0
4834,201804,0,5
4835,201606,0,0
4836,201707,1,5
4837,201606,0,5
4838,201706,0,0
4839,201606,1,5
4840,201702,0,5
4841,201606,0,5
4842,201608,1,5
4843,201709,1,1
4844,201706,0,5
4845,201602,1,5
4846,201803,0,2
4847,201707,0,4
4848,201805,0,5
4849,201608,0,4
4850,201708,0,0
4851,201702,0,4
4852,201704,0,1
4853,201610,0,5
4854,201606,1,1
4855,201607,0,4
4856,201706,0,5
4857,201605,0,5
4858,201711,0,4
4859,201606,0,4
4860,201706,0,2
4861,201603,0,4
4862,201707,0,4
4863,201709,0,4
4864,201610,0,5
4865,201701,0,5
4866,201806,0,5
4867,201603,0,5
4868,201612,0,5
4869,201703,0,2
4870,201708,0,5
4871,201610,0,4
4872,201803,0,5
4873,201610,1,0
4874,201711,0,4
4875,201611,0,2
4876,201606,0,5
4877,201607,0,5
4878,201708,0,5
4879,201801,0,4
4880,201703,0,0
4881,201712,0,4
4882,201612,0,5
4883,201706,0,5
4884,201608,0,3
4885,201807,0,5
4886,201805,0,5
4887,201602,0,5
4888,201707,0,5
4889,201706,0,4
4890,201802,0,4
4891,201709,0,3
4892,201802,0,5
4893,201612,0,1
4894,201702,0,1
4895,201803,1,4
4896,201612,0,4
4897,201607,0,0
4898,201609,0,1
4899,201706,0,5
4900,201701,0,5
4901,201803,0,2
4902,201711,0,2
4903,201708,0,5
4904,201802,0,5
4905,201608,0,1
4906,201706,1,5
4907,201611,0,5
4908,201702,0,4
4909,201612,1,0
4910,201712,0,4
4911,201707,0,3
4912,201610,0,5
4913,201706,1,0
4914,201606,1,3
4915,201802,0,5
4916,201612,0,5
4917,201804,0,4
4918,201801,0,5
4919,201807,0,0
4920,201807,0,5
4921,201803,0,5
4922,201707,0,5
4923,201807,0,4
4924,201803,0,4
4925,201708,0,5
4926,201606,0,5
4927,201604,0,5
4928,201801,0,0
4929,201802,0,5
4930,201709,0,1
4931,201706,0,5
4932,201604,0,5
4933,201703,0,3
4934,201708,0,5
4935,201610,0,5
4936,201602,0,0
4937,201603,0,5
4938,201709,0,1
4939,201602,0,4
4940,201611,0,0
4941,201606,0,4
4942,201702,0,4
4943,201708,0,2
4944,201605,0,1
4945,201602,0,4
4946,201709,0,0
4947,201806,0,5
4948,201609,0,0
4949,201611,1,4
4950,201707,0,5
4951,201806,0,5
4952,201601,0,1
4953,201804,0,5
4954,201604,0,5
4955,201709,0,4
4956,201707,0,4
4957,201707,0,5
4958,201701,0,0
4959,201711,0,3
4960,201710,0,5
4961,201802,0,0
4962,201711,0,5
4963,201801,0,1
4964,201701,0,5
4965,201703,0,5
4966,201708,0,3
4967,201706,0,5
4968,201612,0,4
4969,201802,1,5
4970,201701,0,5
4971,201602,0,0
4972,201607,0,5
4973,201603,0,5
4974,201803,0,5
4975,201708,0,5
4976,201704,0,1
4977,201604,0,5
4978,201705,0,5
4979,201710,0,0
4980,201604,0,0
4981,201707,0,5
4982,201706,0,4
4983,201703,0,5
4984,201602,0,4
4985,201608,0,2
4986,201610,0,5
4987,201707,0,5
4988,201710,0,5
4989,201612,0,0
4990,201702,0,4
4991,201707,0,4
4992,201807,0,4
4993,201609,0,5
4994,201601,0,1
4995,201604,0,5
4996,201806,0,5
4997,201703,0,4
4998,201612,0,5
4999,201603,0,0
5000,201711,0,5
5001,201710,0,0
5002,201706,0,5
5003,201703,0,5
5004,201606,1,5
5005,201611,1,0
5006,201802,0,5
5007,201604,0,1
5008,201709,0,4
5009,201804,0,1
5010,201708,0,5
5011,201602,0,0
5012,201612,0,0
5013,201603,0,5
5014,201711,0,5
5015,201710,0,5
5016,201603,0,5
5017,201606,0,4
5018,201706,0,4
5019,201608,1,1
5020,201712,0,4
5021,201802,0,2
5022,201807,0,5
5023,201806,0,5
5024,201801,0,5
5025,201601,0,4
5026,201802,0,4
5027,201706,0,1
5028,201706,0,0
5029,201804,0,5
5030,201703,0,4
5031,201709,0,5
5032,201801,1,5
5033,201708,0,4
5034,201702,0,5
5035,201707,0,4
5036,201709,0,5
5037,201602,0,0
5038,201804,0,0
5039,201611,0,1
5040,201602,0,5
5041,201706,0,1
5042,201705,0,5
5043,201802,0,5
5044,201605,0,4
5045,201701,0,0
5046,201710,0,4
5047,201611,0,5
5048,201805,0,5
5049,201704,0,4
5050,201601,0,1
5051,201711,0,4
5052,201710,0,5
5053,201709,0,3
5054,201708,0,5
5055,201711,0,5
5056,201704,0,5
5057,201801,0,0
5058,201603,0,5
5059,201704,0,0
5060,201611,0,4
5061,201706,0,0
5062,201801,0,0
5063,201701,0,5
5064,201807,0,4
5065,201708,0,5
5066,201802,0,5
5067,201705,0,4
5068,201708,0,5
5069,201703,0,1
5070,201701,0,4
5071,201804,0,5
5072,201706,0,4
5073,201707,0,0
5074,201806,0,4
5075,201801,0,0
5076,201807,0,5
5077,201701,0,5
5078,201712,0,5
5079,201604,0,4
5080,201709,1,5
5081,201610,0,5
5082,201705,0,0
5083,201704,0,5
5084,201610,0,4
5085,201710,0,2
5086,201804,0,2
5087,201604,1,5
5088,201707,0,5
5089,201611,0,5
5090,201701,0,4
5091,201709,0,5
5092,201806,0,5
5093,201711,0,4
5094,201805,0,4
5095,201702,1,1
5096,201707,0,4
5097,201707,0,5
5098,201612,0,4
5099,201710,0,2
5100,201803,0,5
5101,201712,0,4
5102,201705,0,5
5103,201804,0,5
5104,201709,0,5
5105,201602,0,5
5106,201804,0,5
5107,201703,1,1
5108,201706,0,4
5109,201602,0,5
5110,201602,0,4
5111,201803,0,4
5112,201706,0,0
5113,201601,0,2
5114,201803,0,0
5115,201706,1,1
5116,201605,1,0
5117,201701,0,5
5118,201701,0,5
5119,201608,0,5
5120,201707,0,5
5121,201709,0,5
5122,201709,0,0
5123,201605,0,2
5124,201802,0,2
5125,201705,0,4
5126,201602,0,5
5127,201702,0,5
5128,201609,0,5
5129,201805,1,5
5130,201601,0,5
5131,201710,0,5
5132,201704,0,5
5133,201705,0,5
5134,201603,0,0
5135,201611,0,4
5136,201602,0,5
5137,201609,0,5
5138,201606,1,1
5139,201606,0,5
5140,201707,0,4
5141,201612,0,1
5142,201806,0,5
5143,201804,0,5
5144,201708,0,5
5145,201706,0,5
5146,201602,1,5
5147,201806,0,2
5148,201703,0,4
5149,201611,0,0
5150,201712,0,4
5151,201703,0,0
5152,201611,0,5
5153,201604,0,1
5154,201706,0,2
5155,201611,0,1
5156,201802,0,4
5157,201802,0,4
5158,201705,0,0
5159,201609,0,5
5160,201804,0,5
5161,201606,0,5
5162,201711,0,4
5163,201605,0,2
5164,201710,0,5
5165,201607,0,1
5166,201705,0,2
5167,201703,0,5
5168,201603,0,0
5169,201803,0,4
5170,201609,0,5
5171,201610,0,5
5172,201601,0,0
5173,201609,1,0
5174,201707,0,0
5175,201711,0,5
5176,201612,0,5
5177,201709,0,4
5178,201802,0,5
5179,201709,0,4
5180,201608,0,4
5181,201712,0,0
5182,201602,0,5
5183,201609,0,5
5184,201609,0,0
5185,201604,0,5
5186,201708,0,4
5187,201704,0,0
5188,201801,0,5
5189,201606,0,4
5190,201612,0,5
5191,201711,0,4
5192,201706,0,5
5193,201807,0,5
5194,201709,0,5
5195,201607,0,4
5196,201710,0,1
5197,201611,0,5
5198,201803,0,1
5199,201705,0,4
5200,201708,1,5
5201,201605,0,0
5202,201601,0,5
5203,201702,0,5
5204,201802,0,5
5205,201801,0,2
5206,201702,0,5
5207,201805,0,5
5208,201610,0,5
5209,201803,0,5
5210,201803,0,5
5211,201702,0,0
5212,201703,0,0
5213,201712,0,5
5214,201604,0,5
5215,201706,0,0
5216,201807,0,0
5217,201708,0,5
5218,201806,1,4
5219,201708,0,5
5220,201701,0,5
5221,201706,0,2
5222,201703,0,5
5223,201612,0,5
5224,201706,0,4
5225,201601,0,1
5226,201802,0,5
5227,201706,0,5
5228,201707,0,5
5229,201706,0,0
5230,201804,0,5
5231,201807,0,0
5232,201704,0,5
5233,201702,0,5
5234,201602,0,5
5235,201603,0,4
5236,201710,1,1
5237,201705,0,5
5238,201606,0,0
5239,201712,0,0
5240,201609,0,5
5241,201711,0,0
5242,201607,0,4
5243,201704,0,4
5244,201604,0,5
5245,201807,0,0
5246,201707,0,5
5247,201707,0,5
5248,201605,0,5
5249,201802,0,0
5250,201609,0,5
5251,201605,0,5
5252,201703,0,5
5253,201804,0,5
5254,201612,0,5
5255,201607,1,5
5256,201712,0,4
5257,201709,0,5
5258,201706,0,5
5259,201602,0,5
5260,201703,0,2
5261,201804,0,4
5262,201609,0,5
5263,201603,0,0
5264,201705,0,0
5265,201805,0,2
5266,201704,0,5
5267,201709,1,5
5268,201710,0,4
5269,201710,0,0
5270,201712,0,5
5271,201706,1,1
5272,201606,0,5
5273,201708,1,1
5274,201708,0,4
5275,201806,1,5
5276,201709,0,5
5277,201602,0,0
5278,201711,0,5
5279,201709,0,4
5280,201806,0,5
5281,201710,0,2
5282,201804,0,5
5283,201712,0,4
5284,201601,0,5
5285,201712,0,5
5286,201703,0,5
5287,201608,0,5
5288,201702,0,5
5289,201711,1,5
5290,201612,0,5
5291,201703,0,5
5292,201601,0,2
5293,201701,0,2
5294,201605,0,5
5295,201707,0,5
5296,201610,0,0
5297,201605,0,1
5298,201606,0,0
5299,201710,0,4
5300,201705,0,4
5301,201805,0,5
5302,201705,0,2
5303,201601,0,5
5304,201709,1,0
5305,201803,0,5
5306,201609,0,5
5307,201605,0,4
5308,201802,1,1
5309,201708,0,5
5310,201602,0,3
5311,201610,0,5
5312,201709,0,4
5313,201806,0,5
5314,201709,0,5
5315,201802,0,5
5316,201609,0,4
5317,201604,0,4
5318,201710,0,0
5319,201701,0,5
5320,201607,0,0
5321,201605,0,0
5322,201804,0,5
5323,201807,0,4
5324,201805,0,5
5325,201710,0,5
5326,201712,0,1
5327,201608,0,4
5328,201711,0,5
5329,201608,0,5
5330,201610,0,5
5331,201803,0,5
5332,201610,0,5
5333,201611,0,5
5334,201711,0,0
5335,201607,0,5
5336,201612,0,5
5337,201707,0,5
5338,201703,0,4
5339,201601,0,5
5340,201710,1,5
5341,201708,0,5
5342,201707,0,5
5343,201703,0,5
5344,201603,0,5
5345,201602,0,4
5346,201707,0,5
5347,201803,0,5
5348,201610,0,5
5349,201706,0,5
5350,201607,0,1
5351,201707,0,0
5352,201805,0,4
5353,201807,0,5
5354,201701,0,5
5355,201709,0,5
5356,201710,0,5
5357,201602,0,0
5358,201711,0,5
5359,201701,0,5
5360,201609,0,0
5361,201611,0,2
5362,201603,0,5
5363,201705,0,5
5364,201611,0,5
5365,201705,0,4
5366,201709,0,5
5367,201804,0,5
5368,201801,0,4
5369,201807,0,0
5370,201612,0,5
5371,201610,0,5
5372,201608,0,2
5373,201703,0,4
5374,201603,0,5
5375,201806,0,5
5376,201711,0,5
5377,201807,0,4
5378,201802,0,5
5379,201704,0,0
5380,201711,0,5
5381,201707,0,1
5382,201711,0,1
5383,201706,0,4
5384,201605,0,5
5385,201804,0,5
5386,201806,0,4
5387,201702,1,1
5388,201703,0,5
5389,201609,1,5
5390,201701,0,4
5391,201712,0,5
5392,201606,0,5
5393,201609,0,4
5394,201606,1,5
5395,201807,0,4
5396,201709,0,0
5397,201804,0,5
5398,201601,0,5
5399,201801,0,4
5400,201706,0,4
5401,201806,0,5
5402,201611,0,5
5403,201612,0,5
5404,201603,0,5
5405,201605,0,4
5406,201611,0,4
5407,201705,0,0
5408,201711,0,5
5409,201807,0,4
5410,201706,0,0
5411,201708,0,4
5412,201610,0,5
5413,201703,0,4
5414,201703,1,0
5415,201611,0,5
5416,201804,0,1
5417,201712,0,5
5418,201612,0,1
5419,201606,0,5
5420,201707,0,4
5421,201804,1,1
5422,201711,1,0
5423,201706,0,3
5424,201807,0,5
5425,201604,0,5
5426,201612,0,5
5427,201610,0,5
5428,201802,0,5
5429,201704,0,4
5430,201711,0,0
5431,201709,0,5
5432,201709,0,4
5433,201705,0,5
5434,201804,0,5
5435,201708,1,0
5436,201710,0,5
5437,201706,0,0
5438,201610,0,5
5439,201709,0,5
5440,201802,0,5
5441,201603,0,5
5442,201803,0,4
5443,201606,0,5
5444,201607,0,0
5445,201701,0,0
5446,201612,0,4
5447,201804,0,5
5448,201710,0,5
5449,201802,0,5
5450,201708,0,4
5451,201602,0,1
5452,201704,0,2
5453,201804,0,0
5454,201807,0,5
5455,201706,0,5
5456,201703,0,0
5457,201612,0,0
5458,201712,0,5
5459,201711,0,5
5460,201611,0,1
5461,201612,0,0
5462,201711,0,1
5463,201801,0,5
5464,201601,0,5
5465,201608,0,1
5466,201612,0,1
5467,201705,0,1
5468,201610,0,2
5469,201801,0,5
5470,201703,0,5
5471,201711,0,4
5472,201805,0,4
5473,201702,0,0
5474,201610,0,5
5475,201709,0,0
5476,201601,0,5
5477,201708,1,1
5478,201702,0,5
5479,201603,0,4
5480,201608,0,5
5481,201612,0,5
5482,201806,0,1
5483,201603,0,0
5484,201603,0,4
5485,201803,0,5
5486,201703,0,5
5487,201703,0,5
5488,201606,0,0
5489,201807,0,4
5490,201608,0,5
5491,201805,0,4
5492,201605,0,4
5493,201708,0,4
5494,201607,0,5
5495,201611,0,0
5496,201706,0,0
5497,201709,0,4
5498,201703,0,4
5499,201601,0,5
5500,201609,0,4
5501,201804,0,5
5502,201803,0,1
5503,201710,1,1
5504,201706,0,5
5505,201704,0,5
5506,201603,0,5
5507,201709,0,0
5508,201801,0,5
5509,201807,0,5
5510,201611,0,5
5511,201601,0,5
5512,201609,0,5
5513,201802,0,4
5514,201702,0,4
5515,201704,0,4
5516,201805,0,5
5517,201710,0,4
5518,201706,0,5
5519,201603,0,5
5520,201602,0,1
5521,201605,0,5
5522,201608,0,4
5523,201706,0,2
5524,201801,0,4
5525,201610,0,4
5526,201703,0,2
5527,201805,0,5
5528,201703,1,1
5529,201608,0,0
5530,201804,0,4
5531,201711,0,4
5532,201803,0,1
5533,201610,0,1
5534,201606,0,4
5535,201601,0,5
5536,201705,0,1
5537,201802,0,4
5538,201612,0,4
5539,201603,0,5
5540,201806,0,5
5541,201710,0,4
5542,201609,0,5
5543,201606,0,4
5544,201707,0,0
5545,201702,1,5
5546,201706,0,5
5547,201706,0,0
5548,201704,0,0
5549,201804,0,5
5550,201705,1,5
5551,201601,0,1
5552,201602,0,1
5553,201612,0,5
5554,201609,0,5
5555,201702,0,1
5556,201802,0,5
5557,201712,0,5
5558,201711,0,4
5559,201702,0,5
5560,201710,0,0
5561,201605,0,5
5562,201605,0,4
5563,201711,0,5
5564,201708,0,5
5565,201609,0,4
5566,201709,0,5
5567,201801,0,4
5568,201802,0,0
5569,201708,0,5
5570,201601,0,5
5571,201606,0,2
5572,201608,0,5
5573,201708,0,5
5574,201704,1,1
5575,201708,0,0
5576,201703,0,3
5577,201602,0,4
5578,201610,0,5
5579,201712,0,5
5580,201709,0,0
5581,201803,0,0
5582,201610,0,5
5583,201707,0,5
5584,201607,0,0
5585,201801,0,4
5586,201708,0,0
5587,201803,0,0
5588,201710,0,5
5589,201602,0,0
5590,201607,0,5
5591,201803,0,2
5592,201703,0,4
5593,201802,0,2
5594,201706,0,0
5595,201709,0,5
5596,201806,0,5
5597,201610,0,5
5598,201701,0,5
5599,201606,0,5
5600,201608,0,5
5601,201607,0,0
5602,201807,0,4
5603,201601,0,4
5604,201805,1,4
5605,201711,0,5
5606,201802,0,5
5607,201602,0,4
5608,201805,0,5
5609,201709,0,0
5610,201610,0,5
5611,201701,0,5
5612,201803,0,0
5613,201609,0,0
5614,201803,0,5
5615,201607,0,5
5616,201610,0,0
5617,201807,0,0
5618,201607,0,5
5619,201604,0,0
5620,201806,0,2
5621,201704,0,0
5622,201611,0,4
5623,201805,0,5
5624,201612,0,0
5625,201805,0,2
5626,201701,0,1
5627,201806,0,4
5628,201707,0,1
5629,201611,0,5
5630,201711,0,4
5631,201610,0,5
5632,201704,0,4
5633,201611,0,1
5634,201707,0,0
5635,201607,0,0
5636,201606,0,4
5637,201709,0,5
5638,201807,0,4
5639,201701,1,5
5640,201708,0,5
5641,201710,0,5
5642,201807,0,4
5643,201608,0,5
5644,201608,0,5
5645,201806,0,4
5646,201710,0,5
5647,201804,1,5
5648,201711,0,4
5649,201706,0,5
5650,201704,1,5
5651,201604,0,5
5652,201712,0,5
5653,201806,0,5
5654,201712,1,1
5655,201607,0,2
5656,201703,0,5
5657,201601,0,4
5658,201807,0,1
5659,201801,0,5
5660,201601,0,3
5661,201711,0,5
5662,201707,0,4
5663,201705,0,0
5664,201707,0,5
5665,201708,0,4
5666,201803,0,5
5667,201711,0,5
5668,201610,0,1
5669,201708,0,4
5670,201806,0,5
5671,201612,0,5
5672,201709,0,5
5673,201803,0,5
5674,201708,0,2
5675,201612,0,5
5676,201802,0,5
5677,201605,0,0
5678,201703,0,5
5679,201611,0,2
5680,201604,0,2
5681,201608,0,4
5682,201709,0,4
5683,201807,0,0
5684,201709,0,4
5685,201604,0,5
5686,201604,0,4
5687,201612,1,5
5688,201706,0,5
5689,201709,0,5
5690,201708,0,5
5691,201607,0,5
5692,201712,0,4
5693,201711,0,5
5694,201602,0,4
5695,201702,0,5
5696,201704,0,2
5697,201708,0,4
5698,201710,0,0
5699,201807,1,5
5700,201609,1,5
5701,201612,0,5
5702,201702,0,5
5703,201605,0,5
5704,201602,0,1
5705,201601,0,4
5706,201703,0,4
5707,201602,0,5
5708,201704,1,0
5709,201707,0,5
5710,201705,0,1
5711,201606,1,5
5712,201706,1,0
5713,201701,0,5
5714,201701,0,4
5715,201609,0,5
5716,201712,0,0
5717,201804,0,5
5718,201804,0,5
5719,201807,0,5
5720,201706,0,5
5721,201604,0,5
5722,201710,0,5
5723,201711,0,5
5724,201704,0,5
5725,201807,0,0
5726,201705,0,5
5727,201610,0,0
5728,201705,0,5
5729,201706,0,1
5730,201801,0,4
5731,201709,0,5
5732,201611,0,5
5733,201711,0,0
5734,201611,0,1
5735,201803,0,5
5736,201712,0,5
5737,201704,0,5
5738,201612,0,4
5739,201802,0,5
5740,201712,0,5
5741,201706,0,0
5742,201708,0,1
5743,201710,0,5
5744,201606,0,4
5745,201602,0,5
5746,201608,0,0
5747,201604,0,2
5748,201701,0,5
5749,201604,0,5
5750,201612,0,4
5751,201802,1,0
5752,201711,0,4
5753,201604,0,5
5754,201803,0,5
5755,201709,0,4
5756,201704,0,0
5757,201806,0,5
5758,201607,1,0
5759,201610,0,5
5760,201610,0,5
5761,201705,0,5
5762,201606,0,5
5763,201806,0,5
5764,201807,0,0
5765,201703,1,0
5766,201806,0,0
5767,201609,1,5
5768,201707,0,0
5769,201710,0,0
5770,201703,0,0
5771,201610,1,0
5772,201806,0,5
5773,201710,0,5
5774,201804,1,1
5775,201803,0,0
5776,201807,0,5
5777,201605,0,4
5778,201610,0,4
5779,201602,1,1
5780,201704,0,1
5781,201806,0,5
5782,201701,0,0
5783,201702,0,4
5784,201701,0,5
5785,201806,0,0
5786,201710,0,2
5787,201612,0,5
5788,201605,0,1
5789,201710,0,5
5790,201711,0,4
5791,201805,0,5
5792,201806,0,0
5793,201610,0,5
5794,201605,0,2
5795,201606,0,4
5796,201601,0,0
5797,201806,0,5
5798,201712,0,5
5799,201703,0,1
5800,201603,0,4
5801,201610,0,4
5802,201803,0,5
5803,201603,0,0
5804,201604,0,5
5805,201709,0,1
5806,201604,0,2
5807,201804,0,5
5808,201611,0,5
5809,201601,0,5
5810,201607,0,0
5811,201601,0,0
5812,201704,0,4
5813,201603,0,0
5814,201706,0,4
5815,201601,0,5
5816,201703,1,5
5817,201710,0,1
5818,201806,0,4
5819,201609,0,4
5820,201807,0,5
5821,201704,0,5
5822,201802,0,4
5823,201604,0,1
5824,201711,0,4
5825,201602,0,0
5826,201711,0,4
5827,201607,0,4
5828,201712,0,4
5829,201806,0,1
5830,201807,0,5
5831,201605,0,0
5832,201710,0,4
5833,201710,0,4
5834,201801,0,4
5835,201707,0,5
5836,201703,0,5
5837,201712,0,4
5838,201703,0,5
5839,201706,0,5
5840,201805,0,5
5841,201711,0,5
5842,201606,0,1
5843,201712,0,4
5844,201604,0,1
5845,201807,1,4
5846,201807,0,0
5847,201708,0,5
5848,201801,0,0
5849,201611,1,5
5850,201610,0,1
5851,201703,0,5
5852,201802,0,2
5853,201604,0,5
5854,201606,0,0
5855,201602,0,0
5856,201707,0,0
5857,201802,0,4
5858,201704,0,2
5859,201806,0,2
5860,201702,1,5
5861,201709,1,1
5862,201710,0,4
5863,201605,0,5
5864,201606,0,2
5865,201610,0,5
5866,201707,0,1
5867,201711,0,1
5868,201606,0,1
5869,201709,0,4
5870,201603,0,5
5871,201610,0,5
5872,201705,0,1
5873,201712,0,5
5874,201709,0,4
5875,201706,0,1
5876,201612,0,0
5877,201710,0,5
5878,201606,0,0
5879,201705,0,5
5880,201601,0,0
5881,201801,0,0
5882,201705,0,2
5883,201706,1,5
5884,201609,0,1
5885,201806,0,4
5886,201606,0,5
5887,201709,0,1
5888,201801,0,0
5889,201602,0,1
5890,201703,0,0
5891,201608,0,0
5892,201612,0,0
5893,201611,0,4
5894,201605,0,5
5895,201609,0,5
5896,201704,0,5
5897,201710,0,5
5898,201611,0,1
5899,201706,0,5
5900,201602,0,5
5901,201709,0,5
5902,201611,0,5
5903,201702,0,4
5904,201708,0,4
5905,201806,0,2
5906,201801,0,4
5907,201709,0,5
5908,201802,0,5
5909,201612,0,5
5910,201612,0,0
5911,201609,0,5
5912,201711,0,5
5913,201705,0,5
5914,201602,0,5
5915,201704,0,5
5916,201701,0,5
5917,201606,0,5
5918,201806,0,5
5919,201606,0,1
5920,201711,0,5
5921,201702,0,5
5922,201807,0,4
5923,201608,0,0
5924,201802,0,0
5925,201703,0,0
5926,201602,0,5
5927,201709,0,1
5928,201711,0,0
5929,201704,0,5
5930,201604,0,4
5931,201705,0,5
5932,201804,0,0
5933,201707,0,0
5934,201704,0,5
5935,201702,0,0
5936,201711,0,5
5937,201605,0,5
5938,201712,0,5
5939,201701,0,5
5940,201712,0,4
5941,201803,0,5
5942,201803,0,1
5943,201708,0,4
5944,201610,0,4
5945,201608,0,4
5946,201712,0,4
5947,201703,0,5
5948,201710,0,0
5949,201609,0,0
5950,201708,0,5
5951,201706,0,4
5952,201603,0,2
5953,201710,0,5
5954,201709,0,5
5955,201605,0,5
5956,201601,0,5
5957,201704,1,5
5958,201707,0,5
5959,201708,1,0
5960,201803,0,0
5961,201807,0,2
5962,201612,0,5
5963,201805,0,0
5964,201702,0,4
5965,201608,0,5
5966,201711,0,2
5967,201804,0,1
5968,201803,0,5
5969,201804,0,0
5970,201705,0,4
5971,201710,0,0
5972,201805,1,5
5973,201706,1,4
5974,201604,1,5
5975,201701,0,2
5976,201605,0,5
5977,201711,0,5
5978,201705,0,5
5979,201611,0,5
5980,201711,0,0
5981,201807,0,1
5982,201707,0,5
5983,201608,0,5
5984,201711,0,2
5985,201709,0,0
5986,201708,0,4
5987,201803,0,5
5988,201804,0,2
5989,201610,0,5
5990,201711,0,5
5991,201605,0,5
5992,201806,0,0
5993,201712,0,5
5994,201602,0,1
5995,201711,0,4
5996,201711,0,4
5997,201709,0,2
5998,201709,0,4
5999,201706,1,1
6000,201710,0,5
6001,201806,1,5
6002,201610,0,5
6003,201706,0,0
6004,201611,0,5
6005,201708,0,5
6006,201602,0,0
6007,201702,1,5
6008,201707,0,4
6009,201806,0,5
6010,201701,0,5
6011,201711,0,5
6012,201605,0,5
6013,201601,0,1
6014,201602,0,5
6015,201801,0,5
6016,201606,0,5
6017,201711,0,5
6018,201712,0,5
6019,201612,0,4
6020,201802,0,5
6021,201701,0,0
6022,201602,0,5
6023,201607,0,0
6024,201604,0,1
6025,201704,0,5
6026,201604,0,1
6027,201806,0,4
6028,201803,0,5
6029,201704,0,3
6030,201701,0,5
6031,201606,0,4
6032,201807,0,5
6033,201806,0,5
6034,201608,0,4
6035,201705,0,0
6036,201610,0,5
6037,201710,0,4
6038,201608,0,0
6039,201604,1,5
6040,201608,0,4
6041,201806,0,5
6042,201711,0,0
6043,201710,0,2
6044,201708,0,5
6045,201603,0,4
6046,201704,0,5
6047,201609,0,1
6048,201604,0,5
6049,201709,0,0
6050,201610,0,5
6051,201705,1,1
6052,201701,0,0
6053,201709,0,5
6054,201707,0,0
6055,201707,0,1
6056,201807,0,5
6057,201611,0,5
6058,201712,0,4
6059,201609,0,5
6060,201801,1,3
6061,201703,0,5
6062,201601,0,0
6063,201712,0,5
6064,201703,0,5
6065,201704,1,5
6066,201702,0,4
6067,201807,1,0
6068,201604,0,2
6069,201803,0,0
6070,201708,0,5
6071,201708,0,4
6072,201712,0,0
6073,201605,0,5
6074,201601,0,0
6075,201611,0,5
6076,201708,0,5
6077,201609,0,2
6078,201708,0,2
6079,201708,1,4
6080,201705,1,1
6081,201610,0,4
6082,201703,0,5
6083,201705,0,5
6084,201805,0,5
6085,201603,0,4
6086,201610,1,1
6087,201610,0,1
6088,201609,0,5
6089,201711,0,5
6090,201801,0,4
6091,201708,0,0
6092,201801,0,0
6093,201602,0,1
6094,201806,0,5
6095,201711,0,3
6096,201706,0,4
6097,201704,1,4
6098,201606,1,5
6099,201710,0,0
6100,201705,0,4
6101,201703,0,5
6102,201606,0,4
6103,201710,0,5
6104,201801,0,2
6105,201704,0,0
6106,201708,0,0
6107,201703,0,5
6108,201806,0,4
6109,201804,0,5
6110,201802,0,4
6111,201712,0,4
6112,201702,1,5
6113,201701,0,1
6114,201602,1,1
6115,201706,0,0
6116,201805,0,4
6117,201805,0,1
6118,201602,1,1
6119,201706,0,0
6120,201701,0,5
6121,201802,0,5
6122,201806,0,5
6123,201708,0,5
6124,201705,0,4
6125,201712,0,5
6126,201708,1,4
6127,201609,0,5
6128,201706,0,5
6129,201702,0,5
6130,201703,0,4
6131,201606,0,0
6132,201805,0,5
6133,201709,0,4
6134,201610,0,0
6135,201603,0,5
6136,201706,0,2
6137,201708,0,5
6138,201710,0,5
6139,201611,0,0
6140,201702,0,4
6141,201806,0,0
6142,201707,0,4
6143,201805,0,4
6144,201604,0,0
6145,201605,0,5
