id,f_analisis,segmento
85777,201708,1
85778,201611,5
85779,201709,5
85780,201805,5
85781,201803,5
85782,201706,3
85783,201610,5
85784,201609,5
85785,201708,5
85786,201803,4
85787,201602,0
85788,201602,4
85789,201701,0
85790,201611,1
85791,201601,5
85792,201705,2
85793,201807,5
85794,201701,5
85795,201707,5
85796,201707,5
85797,201611,0
85798,201807,5
85799,201804,0
85800,201706,1
85801,201602,1
85802,201602,5
85803,201612,5
85804,201709,4
85805,201702,0
85806,201702,5
85807,201701,0
85808,201702,4
85809,201605,5
85810,201712,5
85811,201706,5
85812,201707,4
85813,201606,5
85814,201801,2
85815,201602,0
85816,201711,5
85817,201704,5
85818,201601,0
85819,201611,5
85820,201804,4
85821,201709,2
85822,201711,4
85823,201711,5
85824,201609,5
85825,201704,0
85826,201710,2
85827,201609,5
85828,201612,3
85829,201806,5
85830,201604,4
85831,201707,4
85832,201605,5
85833,201803,1
85834,201801,5
85835,201601,2
85836,201712,5
85837,201805,4
85838,201603,5
85839,201803,2
85840,201805,5
85841,201707,2
85842,201610,5
85843,201704,4
85844,201705,0
85845,201708,4
85846,201703,5
85847,201709,5
85848,201709,0
85849,201605,0
85850,201701,0
85851,201606,1
85852,201806,5
85853,201807,5
85854,201604,0
85855,201602,4
85856,201612,5
85857,201802,5
85858,201709,4
85859,201807,5
85860,201708,5
85861,201606,4
85862,201607,5
85863,201608,4
85864,201606,5
85865,201602,5
85866,201804,0
85867,201707,5
85868,201707,5
85869,201702,5
85870,201705,2
85871,201607,5
85872,201707,4
85873,201603,5
85874,201705,5
85875,201701,0
85876,201602,5
85877,201608,2
85878,201712,5
85879,201710,5
85880,201611,0
85881,201603,5
85882,201708,0
85883,201704,4
85884,201611,2
85885,201610,5
85886,201705,5
85887,201706,0
85888,201610,5
85889,201602,4
85890,201706,5
85891,201807,5
85892,201806,5
85893,201606,5
85894,201802,5
85895,201707,0
85896,201609,5
85897,201603,5
85898,201709,0
85899,201802,2
85900,201711,2
85901,201803,5
85902,201807,0
85903,201701,5
85904,201709,5
85905,201607,5
85906,201804,4
85907,201805,5
85908,201611,5
85909,201802,5
85910,201606,2
85911,201705,5
85912,201802,0
85913,201604,4
85914,201804,4
85915,201806,4
85916,201711,5
85917,201711,0
85918,201707,4
85919,201610,5
85920,201701,1
85921,201703,5
85922,201804,4
85923,201705,4
85924,201712,4
85925,201704,5
85926,201807,5
85927,201710,5
85928,201703,0
85929,201605,2
85930,201804,5
85931,201706,5
85932,201712,5
85933,201801,5
85934,201708,4
85935,201807,5
85936,201604,5
85937,201711,5
85938,201712,5
85939,201606,5
85940,201710,5
85941,201602,2
85942,201803,5
85943,201806,5
85944,201704,0
85945,201701,4
85946,201807,1
85947,201607,5
85948,201604,5
85949,201609,5
85950,201707,3
85951,201707,5
85952,201707,4
85953,201705,5
85954,201607,5
85955,201805,4
85956,201710,0
85957,201711,1
85958,201702,5
85959,201608,5
85960,201609,1
85961,201709,5
85962,201609,5
85963,201701,5
85964,201711,4
85965,201703,5
85966,201707,0
85967,201703,4
85968,201607,4
85969,201806,4
85970,201706,1
85971,201708,2
85972,201805,4
85973,201706,5
85974,201610,5
85975,201609,0
85976,201612,5
85977,201807,4
85978,201803,5
85979,201603,1
85980,201603,5
85981,201804,5
85982,201801,5
85983,201803,5
85984,201705,0
85985,201803,2
85986,201803,0
85987,201801,0
85988,201711,5
85989,201711,5
85990,201704,5
85991,201706,5
85992,201708,1
85993,201706,1
85994,201608,5
85995,201708,4
85996,201708,4
85997,201806,5
85998,201607,4
85999,201805,5
86000,201710,0
86001,201608,5
86002,201608,0
86003,201801,0
86004,201804,4
86005,201804,4
86006,201701,5
86007,201603,5
86008,201703,2
86009,201804,0
86010,201807,3
86011,201711,5
86012,201807,5
86013,201805,4
86014,201602,5
86015,201607,5
86016,201703,5
86017,201803,3
86018,201611,0
86019,201706,5
86020,201706,4
86021,201703,5
86022,201705,0
86023,201707,0
86024,201704,4
86025,201807,4
86026,201704,5
86027,201709,0
86028,201805,5
86029,201611,4
86030,201703,1
86031,201709,0
86032,201705,5
86033,201606,2
86034,201705,2
86035,201712,0
86036,201608,5
86037,201709,5
86038,201706,1
86039,201706,3
86040,201708,4
86041,201709,5
86042,201707,4
86043,201605,5
86044,201701,5
86045,201807,5
86046,201611,4
86047,201605,5
86048,201708,1
86049,201706,5
86050,201706,5
86051,201601,1
86052,201601,2
86053,201711,5
86054,201709,0
86055,201702,5
86056,201805,5
86057,201612,0
86058,201703,5
86059,201602,5
86060,201710,5
86061,201607,4
86062,201704,4
86063,201602,3
86064,201608,4
86065,201611,5
86066,201802,5
86067,201707,5
86068,201609,5
86069,201707,1
86070,201806,5
86071,201704,0
86072,201710,5
86073,201611,0
86074,201712,5
86075,201807,0
86076,201706,0
86077,201711,5
86078,201712,5
86079,201711,5
86080,201607,3
86081,201603,5
86082,201611,0
86083,201804,4
86084,201707,3
86085,201708,5
86086,201707,0
86087,201806,1
86088,201802,5
86089,201807,5
86090,201604,4
86091,201706,2
86092,201711,5
86093,201702,4
86094,201807,1
86095,201601,5
86096,201706,0
86097,201710,5
86098,201611,4
86099,201801,5
86100,201708,5
86101,201708,4
86102,201612,3
86103,201704,0
86104,201712,4
86105,201712,0
86106,201703,0
86107,201710,5
86108,201801,4
86109,201702,5
86110,201611,4
86111,201806,5
86112,201710,4
86113,201707,5
86114,201703,5
86115,201803,5
86116,201704,0
86117,201610,4
86118,201707,4
86119,201710,0
86120,201705,5
86121,201610,4
86122,201704,4
86123,201703,5
86124,201609,5
86125,201703,4
86126,201707,5
86127,201703,4
86128,201612,0
86129,201710,1
86130,201807,5
86131,201702,5
86132,201707,5
86133,201803,4
86134,201710,5
86135,201606,4
86136,201601,5
86137,201611,3
86138,201805,4
86139,201611,2
86140,201803,5
86141,201710,5
86142,201609,4
86143,201712,5
86144,201608,1
86145,201803,5
86146,201604,4
86147,201610,0
86148,201805,5
86149,201707,5
86150,201807,5
86151,201603,4
86152,201711,5
86153,201803,4
86154,201601,0
86155,201710,1
86156,201711,5
86157,201707,4
86158,201607,1
86159,201604,1
86160,201703,1
86161,201804,0
86162,201705,0
86163,201702,5
86164,201707,5
86165,201609,1
86166,201701,4
86167,201712,5
86168,201612,5
86169,201707,5
86170,201612,3
86171,201703,0
86172,201611,0
86173,201611,5
86174,201707,5
86175,201710,0
86176,201612,0
86177,201609,2
86178,201606,4
86179,201705,5
86180,201602,4
86181,201607,3
86182,201604,5
86183,201706,5
86184,201703,0
86185,201711,3
86186,201608,5
86187,201708,4
86188,201602,5
86189,201702,0
86190,201710,4
86191,201605,5
86192,201803,0
86193,201801,5
86194,201703,5
86195,201608,5
86196,201802,4
86197,201802,1
86198,201612,5
86199,201610,5
86200,201803,2
86201,201707,2
86202,201701,5
86203,201805,5
86204,201602,1
86205,201711,0
86206,201605,4
86207,201611,5
86208,201805,5
86209,201606,5
86210,201603,5
86211,201807,5
86212,201707,0
86213,201701,4
86214,201709,0
86215,201707,4
86216,201608,5
86217,201803,0
86218,201702,0
86219,201701,5
86220,201801,0
86221,201608,5
86222,201610,1
86223,201602,5
86224,201606,5
86225,201802,5
86226,201611,5
86227,201712,5
86228,201703,1
86229,201706,5
86230,201804,5
86231,201706,3
86232,201701,5
86233,201710,4
86234,201807,4
86235,201711,4
86236,201610,4
86237,201611,5
86238,201601,1
86239,201805,0
86240,201607,5
86241,201603,5
86242,201608,0
86243,201708,5
86244,201702,4
86245,201804,5
86246,201805,4
86247,201807,5
86248,201607,1
86249,201806,5
86250,201807,5
86251,201607,4
86252,201605,5
86253,201706,0
86254,201601,3
86255,201802,0
86256,201602,5
86257,201807,2
86258,201611,1
86259,201605,2
86260,201704,5
86261,201602,0
86262,201603,5
86263,201610,4
86264,201710,5
86265,201710,5
86266,201804,1
86267,201701,4
86268,201804,5
86269,201603,4
86270,201611,5
86271,201702,0
86272,201603,4
86273,201608,5
86274,201705,5
86275,201607,0
86276,201609,1
86277,201703,5
86278,201701,5
86279,201604,0
86280,201612,4
86281,201708,4
86282,201807,5
86283,201806,0
86284,201611,0
86285,201612,2
86286,201612,0
86287,201610,2
86288,201611,4
86289,201610,5
86290,201706,0
86291,201807,5
86292,201706,5
86293,201601,0
86294,201807,5
86295,201705,5
86296,201708,1
86297,201701,4
86298,201706,5
86299,201611,5
86300,201701,1
86301,201612,4
86302,201709,5
86303,201605,5
86304,201610,1
86305,201804,4
86306,201701,5
86307,201712,5
86308,201709,0
86309,201805,5
86310,201806,5
86311,201608,5
86312,201602,0
86313,201802,4
86314,201807,1
86315,201701,4
86316,201609,5
86317,201608,2
86318,201710,5
86319,201805,5
86320,201610,5
86321,201704,4
86322,201702,4
86323,201806,0
86324,201609,5
86325,201801,5
86326,201711,5
86327,201804,4
86328,201706,0
86329,201804,4
86330,201708,0
86331,201608,0
86332,201705,0
86333,201602,4
86334,201712,4
86335,201712,0
86336,201711,4
86337,201701,5
86338,201708,4
86339,201606,5
86340,201711,0
86341,201709,1
86342,201709,0
86343,201803,0
86344,201802,2
86345,201711,5
86346,201706,4
86347,201711,5
86348,201603,5
86349,201610,5
86350,201708,0
86351,201703,4
86352,201711,5
86353,201704,5
86354,201601,1
86355,201606,0
86356,201712,0
86357,201609,0
86358,201708,5
86359,201701,5
86360,201610,2
86361,201610,5
86362,201612,5
86363,201711,4
86364,201611,4
86365,201601,4
86366,201801,0
86367,201706,5
86368,201803,0
86369,201703,5
86370,201708,3
86371,201804,1
86372,201803,3
86373,201801,4
86374,201603,5
86375,201703,5
86376,201610,1
86377,201607,4
86378,201708,4
86379,201805,5
86380,201803,5
86381,201807,5
86382,201702,5
86383,201610,5
86384,201803,5
86385,201712,5
86386,201705,5
86387,201710,4
86388,201603,5
86389,201606,1
86390,201612,4
86391,201610,1
86392,201611,2
86393,201612,5
86394,201609,5
86395,201707,3
86396,201802,5
86397,201709,0
86398,201801,4
86399,201606,0
86400,201803,0
86401,201806,5
86402,201707,4
86403,201707,2
86404,201608,4
86405,201609,5
86406,201605,5
86407,201708,4
86408,201804,0
86409,201610,5
86410,201806,5
86411,201603,4
86412,201804,4
86413,201712,4
86414,201708,4
86415,201709,5
86416,201709,0
86417,201612,3
86418,201806,5
86419,201802,4
86420,201710,4
86421,201605,3
86422,201605,5
86423,201803,5
86424,201701,5
86425,201804,5
86426,201711,5
86427,201803,5
86428,201602,5
86429,201705,0
86430,201707,0
86431,201611,0
86432,201607,5
86433,201711,5
86434,201611,2
86435,201602,2
86436,201708,5
86437,201604,5
86438,201601,4
86439,201704,4
86440,201610,5
86441,201801,5
86442,201703,0
86443,201711,5
86444,201804,5
86445,201710,4
86446,201703,5
86447,201708,5
86448,201602,4
86449,201708,5
86450,201705,4
86451,201712,1
86452,201710,4
86453,201601,2
86454,201806,2
86455,201801,5
86456,201701,4
86457,201610,4
86458,201805,5
86459,201601,5
86460,201807,0
86461,201712,5
86462,201607,0
86463,201706,5
86464,201708,5
86465,201712,4
86466,201609,4
86467,201605,4
86468,201701,1
86469,201706,4
86470,201705,5
86471,201603,5
86472,201801,0
86473,201705,5
86474,201611,5
86475,201704,0
86476,201711,3
86477,201601,5
86478,201702,5
86479,201804,5
86480,201803,0
86481,201710,4
86482,201707,0
86483,201610,4
86484,201601,5
86485,201806,4
86486,201709,5
86487,201806,5
86488,201603,2
86489,201807,5
86490,201609,5
86491,201609,5
86492,201709,5
86493,201708,5
86494,201801,1
86495,201711,0
86496,201704,5
86497,201706,4
86498,201710,5
86499,201609,4
86500,201711,5
86501,201801,1
86502,201710,1
86503,201612,1
86504,201803,5
86505,201804,4
86506,201802,1
86507,201608,5
86508,201806,5
86509,201608,5
86510,201601,3
86511,201704,5
86512,201709,4
86513,201804,5
86514,201602,4
86515,201806,5
86516,201710,5
86517,201707,5
86518,201705,0
86519,201805,4
86520,201602,4
86521,201712,5
86522,201609,2
86523,201606,5
86524,201602,4
86525,201610,1
86526,201709,5
86527,201807,4
86528,201706,2
86529,201601,0
86530,201601,5
86531,201704,1
86532,201609,5
86533,201710,0
86534,201609,5
86535,201801,5
86536,201712,5
86537,201702,0
86538,201610,4
86539,201704,1
86540,201708,0
86541,201804,0
86542,201801,5
86543,201602,5
86544,201601,1
86545,201601,4
86546,201703,4
86547,201708,2
86548,201710,1
86549,201704,5
86550,201601,5
86551,201701,5
86552,201708,5
86553,201703,4
86554,201710,4
86555,201710,0
86556,201609,5
86557,201705,5
86558,201609,0
86559,201806,5
86560,201712,5
86561,201703,0
86562,201711,0
86563,201610,0
86564,201604,5
86565,201707,1
86566,201702,5
86567,201705,1
86568,201805,4
86569,201610,5
86570,201705,0
86571,201703,0
86572,201605,0
86573,201709,2
86574,201702,0
86575,201710,5
86576,201601,5
86577,201805,4
86578,201804,5
86579,201604,1
86580,201709,5
86581,201601,4
86582,201704,5
86583,201806,2
86584,201606,5
86585,201711,1
86586,201702,4
86587,201708,5
86588,201803,4
86589,201706,0
86590,201804,4
86591,201801,5
86592,201610,4
86593,201611,5
86594,201706,0
86595,201705,0
86596,201703,4
86597,201611,5
86598,201707,2
86599,201705,2
86600,201607,5
86601,201709,0
86602,201711,0
86603,201807,0
86604,201610,0
86605,201608,0
86606,201611,0
86607,201605,0
86608,201804,4
86609,201708,5
86610,201612,5
86611,201602,5
86612,201704,4
86613,201609,4
86614,201609,2
86615,201708,5
86616,201609,3
86617,201610,5
86618,201708,5
86619,201804,0
86620,201708,0
86621,201712,2
86622,201711,0
86623,201703,4
86624,201706,2
86625,201712,5
86626,201607,5
86627,201701,0
86628,201603,0
86629,201701,5
86630,201709,5
86631,201804,5
86632,201709,4
86633,201801,5
86634,201707,5
86635,201802,4
86636,201708,4
86637,201603,5
86638,201702,1
86639,201711,4
86640,201803,4
86641,201610,3
86642,201605,5
86643,201709,5
86644,201711,2
86645,201801,0
86646,201707,5
86647,201708,0
86648,201710,4
86649,201606,5
86650,201602,5
86651,201701,5
86652,201610,5
86653,201707,4
86654,201610,5
86655,201604,0
86656,201804,5
86657,201603,0
86658,201710,1
86659,201602,1
86660,201610,5
86661,201601,4
86662,201706,5
86663,201711,4
86664,201611,5
86665,201804,4
86666,201608,5
86667,201611,5
86668,201704,0
86669,201807,4
86670,201802,5
86671,201703,2
86672,201703,5
86673,201804,5
86674,201604,4
86675,201704,4
86676,201709,4
86677,201707,0
86678,201709,5
86679,201707,4
86680,201709,4
86681,201705,1
86682,201608,2
86683,201703,5
86684,201709,4
86685,201609,4
86686,201703,0
86687,201601,5
86688,201702,5
86689,201703,1
86690,201609,4
86691,201708,2
86692,201801,5
86693,201704,5
86694,201604,5
86695,201702,5
86696,201710,4
86697,201605,0
86698,201803,0
86699,201605,5
86700,201604,5
86701,201802,0
86702,201606,0
86703,201709,4
86704,201611,4
86705,201711,0
86706,201805,5
86707,201712,2
86708,201805,4
86709,201701,5
86710,201611,5
86711,201709,5
86712,201806,5
86713,201611,1
86714,201803,5
86715,201711,4
86716,201610,0
86717,201710,5
86718,201707,5
86719,201601,5
86720,201610,0
86721,201802,5
86722,201711,5
86723,201602,3
86724,201705,5
86725,201612,0
86726,201602,5
86727,201611,4
86728,201802,5
86729,201602,5
86730,201801,5
86731,201606,1
86732,201710,5
86733,201606,2
86734,201705,4
86735,201612,5
86736,201601,5
86737,201806,5
86738,201704,5
86739,201601,1
86740,201604,0
86741,201712,5
86742,201605,4
86743,201612,4
86744,201712,5
86745,201803,5
86746,201802,0
86747,201706,0
86748,201707,5
86749,201711,4
86750,201706,0
86751,201612,4
86752,201603,2
86753,201705,5
86754,201603,5
86755,201802,5
86756,201708,4
86757,201803,4
86758,201710,1
86759,201609,5
86760,201609,2
86761,201801,5
86762,201803,5
86763,201703,4
86764,201605,5
86765,201802,5
86766,201604,0
86767,201707,0
86768,201807,5
86769,201806,5
86770,201711,4
86771,201712,4
86772,201701,4
86773,201710,0
86774,201711,2
86775,201702,5
86776,201701,5
86777,201612,1
86778,201804,4
86779,201703,5
86780,201805,5
86781,201610,5
86782,201611,5
86783,201607,5
86784,201603,4
86785,201612,0
86786,201706,1
86787,201606,4
86788,201805,5
86789,201605,1
86790,201707,1
86791,201803,1
86792,201803,5
86793,201606,5
86794,201609,5
86795,201607,0
86796,201708,4
86797,201805,4
86798,201609,2
86799,201802,1
86800,201703,5
86801,201702,5
86802,201704,5
86803,201705,1
86804,201608,5
86805,201712,4
86806,201609,1
86807,201803,2
86808,201806,5
86809,201708,5
86810,201709,4
86811,201701,4
86812,201712,0
86813,201806,2
86814,201608,5
86815,201807,5
86816,201710,5
86817,201807,4
86818,201807,4
86819,201604,5
86820,201609,4
86821,201804,5
86822,201702,4
86823,201711,4
86824,201706,1
86825,201802,5
86826,201701,2
86827,201712,0
86828,201610,5
86829,201606,4
86830,201805,5
86831,201711,1
86832,201710,5
86833,201709,0
86834,201701,5
86835,201704,4
86836,201711,2
86837,201801,0
86838,201709,2
86839,201703,5
86840,201612,0
86841,201703,5
86842,201706,5
86843,201705,5
86844,201704,0
86845,201710,2
86846,201710,5
86847,201610,5
86848,201610,5
86849,201707,4
86850,201707,4
86851,201707,5
86852,201609,2
86853,201601,4
86854,201804,4
86855,201709,5
86856,201612,5
86857,201705,5
86858,201603,2
86859,201704,5
86860,201608,0
86861,201610,1
86862,201701,5
86863,201612,5
86864,201702,3
86865,201605,3
86866,201609,5
86867,201702,1
86868,201804,4
86869,201707,2
86870,201710,5
86871,201706,4
86872,201711,5
86873,201707,5
86874,201803,5
86875,201701,4
86876,201708,4
86877,201803,5
86878,201611,5
86879,201706,4
86880,201602,4
86881,201706,4
86882,201710,2
86883,201802,5
86884,201804,4
86885,201608,5
86886,201609,5
86887,201611,4
86888,201804,0
86889,201802,2
86890,201803,5
86891,201711,5
86892,201807,0
86893,201610,4
86894,201703,2
86895,201706,1
86896,201601,1
86897,201711,0
86898,201807,5
86899,201612,5
86900,201806,1
86901,201608,5
86902,201804,5
86903,201601,4
86904,201802,4
86905,201706,0
86906,201706,4
86907,201807,0
86908,201712,2
86909,201711,4
86910,201607,5
86911,201709,3
86912,201608,5
86913,201801,5
86914,201604,0
86915,201702,4
86916,201701,5
86917,201707,5
86918,201709,0
86919,201709,5
86920,201608,5
86921,201708,4
86922,201608,1
86923,201603,4
86924,201612,4
86925,201704,0
86926,201611,2
86927,201606,5
86928,201806,4
86929,201604,5
86930,201602,4
86931,201705,4
86932,201609,2
86933,201806,5
86934,201610,5
86935,201703,4
86936,201702,3
86937,201608,1
86938,201710,5
86939,201711,5
86940,201803,2
86941,201601,0
86942,201612,4
86943,201611,5
86944,201709,5
86945,201802,5
86946,201607,5
86947,201806,5
86948,201702,5
86949,201803,4
86950,201601,5
86951,201605,4
86952,201608,4
86953,201601,5
86954,201707,0
86955,201702,0
86956,201607,5
86957,201702,1
86958,201704,5
86959,201603,1
86960,201609,5
86961,201608,0
86962,201705,0
86963,201607,0
86964,201807,0
86965,201707,3
86966,201711,5
86967,201807,4
86968,201711,0
86969,201608,5
86970,201705,5
86971,201603,5
86972,201608,1
86973,201602,5
86974,201602,5
86975,201707,4
86976,201603,1
86977,201711,5
86978,201705,5
86979,201710,5
86980,201703,0
86981,201603,4
86982,201804,5
86983,201606,2
86984,201611,4
86985,201704,5
86986,201806,5
86987,201708,0
86988,201705,0
86989,201706,5
86990,201611,4
86991,201701,2
86992,201603,4
86993,201612,2
86994,201802,5
86995,201709,0
86996,201710,5
86997,201709,3
86998,201601,5
86999,201709,5
87000,201804,4
87001,201608,5
87002,201710,1
87003,201712,4
87004,201807,5
87005,201712,1
87006,201708,4
87007,201703,4
87008,201602,0
87009,201709,1
87010,201605,5
87011,201609,5
87012,201705,2
87013,201707,5
87014,201602,5
87015,201807,2
87016,201806,5
87017,201603,1
87018,201608,4
87019,201710,5
87020,201703,0
87021,201602,0
87022,201612,5
87023,201805,5
87024,201712,1
87025,201610,5
87026,201611,5
87027,201710,4
87028,201801,5
87029,201602,5
87030,201704,0
87031,201704,0
87032,201803,5
87033,201707,0
87034,201806,5
87035,201706,4
87036,201712,0
87037,201807,4
87038,201602,4
87039,201803,4
87040,201601,4
87041,201608,5
87042,201802,5
87043,201712,5
87044,201606,5
87045,201710,0
87046,201706,5
87047,201607,5
87048,201602,5
87049,201805,5
87050,201712,2
87051,201806,4
87052,201803,4
87053,201802,5
87054,201712,5
87055,201709,1
87056,201703,4
87057,201602,3
87058,201712,5
87059,201711,1
87060,201806,5
87061,201608,5
87062,201708,5
87063,201605,5
87064,201706,5
87065,201601,0
87066,201610,4
87067,201805,0
87068,201711,4
87069,201807,2
87070,201712,2
87071,201608,5
87072,201805,0
87073,201701,5
87074,201702,2
87075,201609,0
87076,201710,5
87077,201605,4
87078,201702,5
87079,201706,4
87080,201605,5
87081,201612,0
87082,201709,4
87083,201804,1
87084,201804,5
87085,201708,2
87086,201802,4
87087,201602,5
87088,201603,0
87089,201607,0
87090,201805,5
87091,201609,1
87092,201805,4
87093,201607,1
87094,201604,4
87095,201606,5
87096,201703,5
87097,201708,4
87098,201607,4
87099,201804,5
87100,201601,0
87101,201802,5
87102,201805,4
87103,201802,5
87104,201602,0
87105,201611,0
87106,201804,4
87107,201802,5
87108,201603,0
87109,201805,4
87110,201702,5
87111,201804,5
87112,201805,5
87113,201607,4
87114,201606,4
87115,201710,0
87116,201704,4
87117,201603,5
87118,201710,5
87119,201707,5
87120,201609,1
87121,201608,0
87122,201602,5
87123,201704,5
87124,201708,5
87125,201607,5
87126,201601,2
87127,201602,5
87128,201711,0
87129,201705,0
87130,201708,5
87131,201610,0
87132,201602,5
87133,201710,4
87134,201712,5
87135,201602,5
87136,201705,2
87137,201603,5
87138,201601,5
87139,201604,5
87140,201609,5
87141,201803,4
87142,201712,4
87143,201609,3
87144,201803,5
87145,201804,4
87146,201707,1
87147,201711,5
87148,201607,5
87149,201802,5
87150,201601,4
87151,201609,0
87152,201602,1
87153,201710,4
87154,201609,0
87155,201711,5
87156,201712,5
87157,201612,5
87158,201802,5
87159,201711,4
87160,201607,0
87161,201711,5
87162,201807,5
87163,201704,5
87164,201612,4
87165,201706,5
87166,201609,0
87167,201807,5
87168,201707,5
87169,201609,5
87170,201607,0
87171,201711,4
87172,201612,0
87173,201702,0
87174,201706,5
87175,201804,5
87176,201701,5
87177,201803,2
87178,201711,4
87179,201701,5
87180,201710,5
87181,201807,5
87182,201707,5
87183,201609,5
87184,201602,5
87185,201801,4
87186,201610,5
87187,201610,4
87188,201611,5
87189,201709,5
87190,201807,4
87191,201806,5
87192,201704,4
87193,201710,5
87194,201610,4
87195,201702,4
87196,201605,5
87197,201706,5
87198,201709,0
87199,201611,0
87200,201708,4
87201,201608,5
87202,201802,5
87203,201603,5
87204,201702,4
87205,201607,5
87206,201711,5
87207,201604,5
87208,201706,5
87209,201805,4
87210,201612,5
87211,201710,5
87212,201609,4
87213,201703,0
87214,201609,4
87215,201807,1
87216,201703,4
87217,201801,5
87218,201605,5
87219,201801,1
87220,201802,0
87221,201802,5
87222,201703,0
87223,201806,1
87224,201610,5
87225,201608,2
87226,201711,5
87227,201602,0
87228,201607,4
87229,201710,5
87230,201608,4
87231,201710,5
87232,201805,0
87233,201707,5
87234,201706,0
87235,201701,5
87236,201602,4
87237,201704,5
87238,201711,5
87239,201708,5
87240,201607,5
87241,201805,2
87242,201701,0
87243,201710,0
87244,201704,4
87245,201609,5
87246,201603,5
87247,201706,4
87248,201707,2
87249,201602,5
87250,201707,0
87251,201708,4
87252,201703,4
87253,201712,5
87254,201607,0
87255,201704,2
87256,201607,5
87257,201805,5
87258,201807,0
87259,201709,5
87260,201606,5
87261,201609,5
87262,201611,0
87263,201703,5
87264,201702,5
87265,201807,4
87266,201702,5
87267,201805,0
87268,201609,2
87269,201601,0
87270,201709,5
87271,201805,5
87272,201602,5
87273,201709,0
87274,201710,5
87275,201711,0
87276,201611,5
87277,201703,5
87278,201706,5
87279,201712,4
87280,201603,0
87281,201710,5
87282,201701,5
87283,201702,4
87284,201707,1
87285,201806,5
87286,201804,1
87287,201602,5
87288,201709,5
87289,201707,5
87290,201703,2
87291,201701,0
87292,201605,4
87293,201604,2
87294,201707,5
87295,201712,5
87296,201605,0
87297,201706,0
87298,201605,0
87299,201610,0
87300,201701,5
87301,201704,5
87302,201712,5
87303,201711,5
87304,201608,0
87305,201702,0
87306,201607,0
87307,201607,0
87308,201706,4
87309,201805,5
87310,201807,2
87311,201807,5
87312,201701,5
87313,201602,2
87314,201710,5
87315,201712,5
87316,201605,1
87317,201705,5
87318,201601,4
87319,201706,5
87320,201801,4
87321,201609,5
87322,201609,5
87323,201605,1
87324,201608,4
87325,201710,5
87326,201608,2
87327,201806,4
87328,201711,5
87329,201603,4
87330,201702,5
87331,201708,1
87332,201611,5
87333,201701,4
87334,201609,4
87335,201711,5
87336,201710,0
87337,201801,5
87338,201611,4
87339,201802,0
87340,201701,4
87341,201704,1
87342,201710,1
87343,201610,5
87344,201609,5
87345,201708,5
87346,201604,5
87347,201804,5
87348,201701,0
87349,201601,4
87350,201602,1
87351,201803,5
87352,201709,4
87353,201806,4
87354,201604,5
87355,201807,4
87356,201610,3
87357,201602,5
87358,201708,4
87359,201806,2
87360,201607,5
87361,201607,5
87362,201801,4
87363,201708,5
87364,201601,4
87365,201711,5
87366,201707,0
87367,201701,1
87368,201709,4
87369,201607,4
87370,201806,5
87371,201709,5
87372,201804,5
87373,201701,5
87374,201609,1
87375,201709,5
87376,201805,4
87377,201703,0
87378,201803,5
87379,201806,5
87380,201604,5
87381,201805,0
87382,201711,4
87383,201607,5
87384,201609,2
87385,201802,4
87386,201708,1
87387,201603,5
87388,201606,5
87389,201805,5
87390,201711,5
87391,201708,5
87392,201612,1
87393,201708,4
87394,201710,5
87395,201805,5
87396,201708,4
87397,201601,4
87398,201706,4
87399,201807,5
87400,201707,3
87401,201607,4
87402,201609,5
87403,201608,5
87404,201601,1
87405,201802,0
87406,201711,4
87407,201712,5
87408,201712,5
87409,201807,2
87410,201601,4
87411,201710,5
87412,201807,5
87413,201801,5
87414,201802,0
87415,201807,5
87416,201603,5
87417,201709,4
87418,201702,5
87419,201803,0
87420,201802,5
87421,201712,1
87422,201709,5
87423,201704,0
87424,201707,0
87425,201805,4
87426,201611,5
87427,201610,5
87428,201604,4
87429,201705,1
87430,201709,2
87431,201604,5
87432,201707,5
87433,201711,0
87434,201804,4
87435,201803,0
87436,201711,5
87437,201712,4
87438,201610,5
87439,201601,4
87440,201606,5
87441,201612,5
87442,201707,5
87443,201801,5
87444,201708,5
87445,201805,5
87446,201601,4
87447,201702,5
87448,201604,4
87449,201802,5
87450,201709,4
87451,201602,4
87452,201610,5
87453,201709,4
87454,201706,5
87455,201605,0
87456,201608,5
87457,201803,5
87458,201611,0
87459,201706,5
87460,201702,1
87461,201802,3
87462,201701,5
87463,201604,1
87464,201611,5
87465,201711,5
87466,201701,4
87467,201707,2
87468,201705,0
87469,201802,5
87470,201610,5
87471,201610,0
87472,201706,0
87473,201707,5
87474,201603,5
87475,201705,5
87476,201804,5
87477,201806,0
87478,201608,1
87479,201601,4
87480,201806,1
87481,201706,5
87482,201701,5
87483,201701,1
87484,201601,5
87485,201710,0
87486,201601,4
87487,201711,0
87488,201612,5
87489,201712,2
87490,201611,1
87491,201612,3
87492,201707,5
87493,201606,4
87494,201711,5
87495,201711,0
87496,201703,5
87497,201610,5
87498,201801,1
87499,201601,5
87500,201707,4
87501,201602,5
87502,201807,4
87503,201610,4
87504,201707,4
87505,201603,4
87506,201708,2
87507,201608,5
87508,201604,4
87509,201804,1
87510,201601,1
87511,201804,0
87512,201711,4
87513,201712,5
87514,201609,5
87515,201706,4
87516,201710,5
87517,201601,0
87518,201702,5
87519,201802,5
87520,201707,4
87521,201605,4
87522,201712,1
87523,201802,5
87524,201801,1
